Receiver time, Accel X,Y,Z, Gyro X,Y,Z, Quaternion W,X,Y,Z, dt(or)index
1418778485390,375,1,1859,-1,-1,-1,814167792,72521655,86766323,-690843344,12006
1418778485390,385,0,1879,0,0,-1,814165846,72522864,86765083,-690845667,12007
1418778485424,377,8,1881,-1,-1,0,814165886,72522678,86765933,-690845532,12008
1418778485424,382,12,1888,0,2,-1,814163445,72526700,86769336,-690847559,12009
1418778485426,388,5,1883,0,1,0,814163007,72529009,86771016,-690847622,12010
1418778485426,393,-3,1881,-1,-3,0,814163446,72524838,86768123,-690847906,12011
1418778485429,375,3,1878,-1,-6,0,814164594,72516325,86758587,-690848644,12012
1418778485429,380,7,1863,-1,-4,1,814167274,72510137,86748074,-690847456,12013
1418778485432,376,1,1866,0,-1,-1,814165274,72511439,86743694,-690850226,12014
1418778485432,383,-4,1871,0,1,-1,814163101,72514455,86744585,-690852358,12015
1418778485465,381,3,1869,0,0,0,814162946,72516465,86747269,-690851993,12016
1418778485465,386,9,1869,-1,1,0,814162709,72517365,86754372,-690851286,12017
1418778485470,392,4,1877,-1,-1,0,814162642,72516579,86756235,-690851214,12018
1418778485470,376,-6,1882,-1,-4,0,814163269,72511080,86751586,-690851636,12019
1418778485473,376,4,1881,0,0,1,814165100,72513112,86749044,-690849584,12020
1418778485473,383,1,1876,-1,-1,1,814167037,72512049,86749160,-690847398,12021
1418778485475,392,-8,1863,0,2,0,814166426,72517516,86752469,-690847129,12022
1418778485475,382,2,1876,0,1,0,814165971,72522577,86757984,-690846442,12023
1418778485479,378,4,1879,-1,-1,1,814167894,72522578,86754579,-690844602,12024
1418778485479,376,0,1869,-1,-2,0,814168198,72519630,86752942,-690844759,12025
1418778485514,380,-1,1870,-2,-2,0,814168728,72514902,86752840,-690844643,12026
1418778485514,377,0,1866,-2,-1,1,814170839,72512636,86754982,-690842124,12027
1418778485516,382,1,1868,0,1,1,814172345,72516286,86755494,-690839902,12028
1418778485516,391,6,1882,0,0,1,814173991,72518028,86758347,-690837421,12029
1418778485519,388,-1,1876,-1,-1,0,814173928,72517698,86760172,-690837301,12030
1418778485519,388,6,1880,-1,-3,2,814178083,72514674,86756558,-690833175,12031
1418778485522,379,3,1870,-1,-2,1,814180116,72512536,86755786,-690831101,12032
1418778485522,381,0,1863,-1,-1,0,814180170,72511752,86756508,-690831029,12033
1418778485539,373,-9,1873,0,0,1,814181862,72513923,86755278,-690828961,12034
1418778485539,380,-6,1890,-1,-1,0,814182120,72514079,86750423,-690829250,12035
1418778485541,377,12,1879,-1,-3,0,814182744,72510209,86745788,-690829503,12036
1418778485541,385,0,1860,0,1,0,814182334,72512283,86747198,-690829592,12037
1418778485564,386,9,1870,0,2,1,814183519,72518495,86750737,-690827099,12038
1418778485564,373,-2,1875,-2,-3,2,814187788,72512305,86749700,-690822847,12039
1418778485566,377,2,1874,-1,-3,0,814188414,72507761,86745038,-690823172,12040
1418778485566,391,4,1861,0,1,0,814188079,72510860,86745750,-690823152,12041
1418778485570,377,0,1869,0,0,0,814187758,72512908,86750006,-690822781,12042
