timestamp  X  Y  Z  
1418778516359, -0.02251304, -1.110472, 4.372249
1418778516391, -0.02268757, -1.110346, 4.372146
1418778516426, -0.02277145, -1.110502, 4.371998
1418778516459, -0.02306379, -1.110502, 4.371968
1418778516491, -0.02306686, -1.110501, 4.371924
1418778516526, -0.02378867, -1.110364, 4.371887
1418778516557, -0.02377531, -1.110545, 4.371882
1418778516591, -0.02372097, -1.11061, 4.371639
1418778516625, -0.02428389, -1.10965, 4.37098
1418778516657, -0.02426518, -1.109662, 4.370961
1418778516691, -0.02433767, -1.109515, 4.370808
1418778516725, -0.02470065, -1.109899, 4.370754
1418778516758, -0.02465891, -1.109482, 4.370053
1418778516824, -0.02466218, -1.109479, 4.370053
1418778516828, -0.02480602, -1.109447, 4.369432
1418778516857, -0.02484602, -1.109491, 4.369349
1418778516890, -0.02502764, -1.109218, 4.369333
1418778516923, -0.02471435, -1.108966, 4.368793
1418778516958, -0.0248029, -1.108293, 4.368478
1418778516990, -0.02502195, -1.108349, 4.368535
1418778517023, -0.02517938, -1.107779, 4.368514
1418778517057, -0.02523676, -1.107772, 4.368402
1418778517090, -0.02499025, -1.107957, 4.368205
1418778517124, -0.02500113, -1.108125, 4.368131
1418778517159, -0.02461321, -1.107875, 4.367739
1418778517191, -0.02472613, -1.108022, 4.367617
1418778517225, -0.02455547, -1.108319, 4.367432
1418778517259, -0.02464692, -1.108165, 4.367353
1418778517290, -0.02586133, -1.108974, 4.367584
1418778517324, -0.02578469, -1.108912, 4.367495
1418778517358, -0.02583855, -1.108511, 4.367477
1418778517390, -0.02539829, -1.10964, 4.367784
1418778517425, -0.0255539, -1.109297, 4.367402
1418778517459, -0.02583195, -1.109531, 4.366888
1418778517491, -0.02612876, -1.109276, 4.366649
1418778517526, -0.02544207, -1.108998, 4.366563
1418778517558, -0.02543547, -1.108993, 4.366494
1418778517590, -0.0252974, -1.108977, 4.366461
1418778517625, -0.02534703, -1.108962, 4.366483
1418778517658, -0.02486621, -1.109466, 4.366835
1418778517691, -0.02509992, -1.108283, 4.366493
1418778517725, -0.02481856, -1.108257, 4.366328
1418778517757, -0.02529957, -1.108157, 4.366672
1418778517790, -0.02568623, -1.10823, 4.36685
1418778517826, -0.02565865, -1.108177, 4.366771
1418778517858, -0.02557412, -1.108107, 4.366238
1418778517890, -0.02571523, -1.107998, 4.366244
1418778517923, -0.02564862, -1.107921, 4.366183
1418778517959, -0.0255368, -1.108023, 4.36612
1418778517990, -0.02551907, -1.108107, 4.366104
1418778518026, -0.02563198, -1.107966, 4.366373
1418778518059, -0.02564001, -1.107978, 4.366338
1418778518091, -0.02584382, -1.108269, 4.365799
1418778518125, -0.0256488, -1.107862, 4.365992
1418778518158, -0.02564306, -1.107905, 4.365959
1418778518189, -0.02575336, -1.108002, 4.365842
1418778518225, -0.02629608, -1.108507, 4.366023
1418778518257, -0.02629785, -1.108484, 4.366105
1418778518290, -0.0257474, -1.108244, 4.365878
1418778518325, -0.02547643, -1.108966, 4.365509
1418778518358, -0.02521898, -1.108907, 4.365634
1418778518390, -0.02516658, -1.108774, 4.365591
1418778518425, -0.02478279, -1.108928, 4.365206
1418778518459, -0.02487346, -1.109059, 4.365132
1418778518490, -0.02477589, -1.108917, 4.365015
1418778518524, -0.02473907, -1.109848, 4.365402
1418778518559, -0.02418851, -1.109378, 4.36565
1418778518590, -0.02458004, -1.109712, 4.366033
1418778518625, -0.02481867, -1.109389, 4.366356
1418778518659, -0.02481227, -1.109007, 4.366462
1418778518690, -0.02445093, -1.108665, 4.366174
1418778518724, -0.02450428, -1.108498, 4.366229
1418778518759, -0.02494256, -1.108836, 4.366278
1418778518791, -0.02501015, -1.108824, 4.366267
1418778518823, -0.0247136, -1.108684, 4.366095
1418778518858, -0.0253666, -1.109227, 4.366077
1418778518890, -0.02575547, -1.109279, 4.366262
1418778518926, -0.02533091, -1.109118, 4.366034
1418778518959, -0.02531212, -1.1091, 4.365979
1418778518989, -0.02565631, -1.109026, 4.365823
1418778519025, -0.02604938, -1.109145, 4.3659
1418778519059, -0.02584834, -1.109118, 4.36557
1418778519090, -0.02547475, -1.109132, 4.365389
1418778519126, -0.02538547, -1.108958, 4.365252
1418778519157, -0.02567178, -1.109192, 4.365239
1418778519190, -0.02530236, -1.109292, 4.364702
1418778519225, -0.02421016, -1.109474, 4.3642
1418778519258, -0.02335744, -1.109439, 4.364319
1418778519290, -0.02194832, -1.109316, 4.363707
1418778519325, -0.0210525, -1.109303, 4.362868
1418778519359, -0.01934278, -1.109722, 4.360267
1418778519390, -0.0129887, -1.109835, 4.35721
1418778519424, -0.008618046, -1.109236, 4.354054
1418778519459, -0.002351224, -1.110449, 4.348592
1418778519492, -9.633171E-05, -1.108377, 4.343532
1418778519525, 0.00606215, -1.10541, 4.33918
1418778519558, 0.01280768, -1.101549, 4.331961
1418778519591, 0.01700128, -1.103108, 4.326042
1418778519626, 0.02176377, -1.103193, 4.317002
1418778519658, 0.02599473, -1.102441, 4.312047
1418778519691, 0.02785244, -1.101944, 4.309652
1418778519725, 0.03334706, -1.095808, 4.294506
1418778519757, 0.03658379, -1.091878, 4.286229
1418778519790, 0.03875311, -1.088753, 4.271768
1418778519825, 0.03653606, -1.086054, 4.253976
1418778519856, 0.03694188, -1.090022, 4.243498
1418778519890, 0.03875422, -1.092468, 4.226676
1418778519925, 0.03790268, -1.091262, 4.202778
1418778519957, 0.03567383, -1.093813, 4.188502
1418778519990, 0.02424601, -1.096231, 4.154842
1418778520025, 0.02114487, -1.093104, 4.127289
1418778520058, 0.02094752, -1.087927, 4.091909
1418778520090, 0.01358541, -1.075089, 4.052052
1418778520124, 0.0009762899, -1.058756, 4.01666
1418778520159, 0.003252071, -1.040329, 3.966613
1418778520190, -0.0003213486, -1.02784, 3.939188
1418778520224, -0.01336729, -1.022122, 3.915391
1418778520257, -0.01752335, -1.011889, 3.883008
1418778520289, -0.01856597, -0.999182, 3.853178
1418778520323, -0.02184953, -0.9918025, 3.822119
